index,sentence
3523,Ich fand den Film sehr inspirierend.
3524,"Ich fand es klasse, wie du ihm den Spiegel vorgehalten hast."
3525,Ich finde das ziemlich hoch gestapelt.
3526,"Ich finde es illusorisch zu glauben, man könne den Bestrebungen Einhalt gebieten."
3527,"Ich finde, das sieht bescheuert aus, äußerte sich jetzt Steven, der bisher noch gar nichts gesagt hatte."
3528,"Ich flehe dich an, gib mir eine letzte Chance"
3529,"Ich flehe dich an, gib mir eine letzte Chance!"
3530,"Ich frage mich, ob neuronale Netze zur Spracherkennung beim Träumen anfangen zu sprechen."
3531,"Ich funkelte mein Gegenüber noch kurz an, dann klemmte ich mir die Lieferung unter den Arm und verließ das Geschäft."
3532,Ich fühle mich nicht so gut.
3533,"Ich fürchte, da ist nicht viel zu holen."
3534,"Ich fürchte, hier ist eine komplette Neulackierung notwendig."
3535,"Ich gebe zu, das war unglücklich formuliert."
3536,"Ich gebe zu, dass es ein unkonventionelles Verkehrsmittel ist."
3537,"Ich gebe zu, dass ich das in letzter Zeit etwas vernachlässigt habe."
3538,"Ich gehe jede Wette ein, dass er sich hier blicken lassen wird."
3539,Ich glaube es auch nicht.
3540,"Ich glaube es nicht, Lou ist tatsächlich pünktlich!"
3541,"Ich glaube nicht, dass es Selbstmord war."
3542,"Ich glaube, Patrick hat sich in Michelle verknallt."
3543,"Ich glaube, Sabrina ist absolut schwindelfrei."
3544,"Ich glaube, dein Freund hat nicht mehr alle Tassen im Schrank."
3545,"Ich glaube, ich bin im falschen Film."
3546,"Ich glaube, ich falle vom Glauben ab."
3547,"Ich glaube, ich habe mich klar genug ausgedrückt."
3548,"Ich glaube, ohne Piepser könnte ich überhaupt nicht mehr rückwärts einparken, gab Ulrike zu."
3549,"Ich glaube, wir sollten auch über die Erfolge der letzten Jahre sprechen."
3550,Ich hab keine Munition mehr!
3551,Ich habe Durst.
3552,Ich habe Hunger.
3553,"Ich habe Sie gar nicht in meiner Datenbank, sagte die Sachbearbeiterin ratlos."
3554,Ich habe aber keine Lust auf langwierige Update-Orgien und Systemabstürze.
3555,Ich habe alles im Griff.
3556,Ich habe da mal was vorbereitet.
3557,"Ich habe dem Tod schon mehrfach ins Auge gesehen, leitete Holger zu seinen Heldenstorys über."
3558,"Ich habe den BMW nur geleast, der VW gehört mir aber."
3559,Ich habe den Bus verpasst.
3560,Ich habe diesen Ansatz noch nie gesehen.
3561,Ich habe eine neue Arbeit.
3562,Ich habe es bei der Bundeswehr gelernt.
3563,"Ich habe es dir gleich gesagt, aber du wolltest ja nicht hören."
3564,Ich habe es wirklich sehr eilig.
3565,Ich habe etwas Käse mitgebracht.
3566,"Ich habe etwas über das Problem nachgedacht und denke, dass es schwer ist."
3567,Ich habe gestern meine Steuern bezahlt.
3568,"Ich habe geträumt, dass du stirbst"
3569,"Ich habe geträumt, dass du stirbst!"
3570,"Ich habe ihn umgebracht, gestand er mit gesenktem Blick."
3571,Ich habe keines ihrer Bücher gelesen.
3572,Ich habe meine Brille vergessen.
3573,Ich habe nämlich nichts gehört.
3574,Ich habe schon viel von Ihnen gehört.
3575,Ich habe stopp gesagt.
3576,Ich hacke gerade Zwiebeln.
3577,Ich hasse sowas!
3578,"Ich hoffe das war nicht zu gemein, denn ein bisschen Spaß muss sein"
3579,"Ich hoffe, das war nicht zu gemein, denn ein bisschen Spaß muss sein!"
3580,"Ich hoffe, dass ich auch im Alter nie so werde wie Erik."
3581,Ich hätte Sie nicht bestehen lassen.
3582,Ich hätte da mal eine Frage.
3583,"Ich hätte nicht gedacht, dass er so skrupellos ist."
3584,"Ich hätte niemals gedacht, dass dies passieren würde."
3585,Ich hätte noch eine Drei-Zimmer-Wohnung in zentraler Lage frei.
3586,"Ich kann das Geschwafel dieses sogenannten Wirtschaftsexperten nicht mehr hören, beschwerte sich Monika."
3587,Ich kann die Einstellung nirgendwo finden.
3588,Ich kann dir meinen Fleece-Pullover anbieten.
3589,"Ich kann euch nichts mehr anbieten, es sei denn ihr wollt Wolle."
3590,Ich kann mich nicht beklagen.
3591,"Ich kann mich nicht einloggen, wendet sich Kai an den Administrator."
3592,"Ich kann mich noch immer nicht zwischen Volvo und VW entscheiden, seufzt Gernot."
3593,"Ich kann nicht erkennen, was es ist."
3594,Ich kann sogar einen Doppelknoten.
3595,"Ich kenne Klaas aber nur flüchtig, schränkte Tobias sogleich ein."
3596,Ich komme aus Herne
3597,Ich komme aus Mannheim
3598,Ich komme da nicht an.
3599,"Ich kriege den Stecker nicht rein, weil diese verdammte Steckdose eine klemmende Kindersicherung hat."
3600,Ich könnte eine Mitfahrgelegenheit nach München anbieten
3601,Ich könnte eine Mitfahrgelegenheit nach Schweinfurt anbieten
3602,Ich könnte ins Lenkrad beißen!
3603,"Ich könnte mir vorstellen, dass Lea irgendwann genug hat von dem Einheitsbrei."
3604,"Ich lasse mir nicht von anderen vorschreiben, ob ich einen Minirock tragen darf."
3605,Ich lebe in Celle
3606,Ich lebe in Offenbach
3607,"Ich leih mir ein Fahrrad beim Hotel, meinte sie."
3608,"Ich leihe mir ein Fahrrad beim Hotel, meinte sie."
3609,"Ich mag es nicht, wenn Programme ihr Design ändern, nur weil das alte nicht mehr modern war."
3610,Ich mag kein Gemüse.
3611,Ich muss den Bass fühlen.
3612,Ich muss die DVD bis Donnerstag in die Videothek zurückbringen.
3613,Ich muss dir etwas beichten.
3614,Ich muss gar nichts.
3615,"Ich muss mal schnell mein Smartphone fragen, wo der nächste Geldautomat ist."
3616,"Ich muss mal wieder zum Frisör, bekundete Lars selbstkritisch nach einem Blick in den Spiegel."
3617,Ich muss mal.
3618,Ich muss mich noch mit der Sekretärin kurzschließen.
3619,Ich muss mit dem Einsatzleiter sprechen.
3620,"Ich muss morgen früh aufstehen, entschuldigte sich Alwin."
3621,Ich muss nachladen.
3622,Ich muss noch schnell zum Metzger.
3623,"Ich muss offen zugeben, dass ich kein Fan von diesem Finanzierungsmodell bin."
3624,Ich muss schon in Koblenz aussteigen 
3625,Ich muss schon in Neumünster aussteigen 
3626,Ich musste lange in Ingolstadt warten
3627,Ich musste lange in Leipzig warten
3628,"Ich möchte dir das Projekt zeigen, an dem ich gearbeitet habe."
3629,Ich möchte ein Ticket nach Erfurt kaufen
3630,Ich möchte ein Ticket nach Wuppertal kaufen
3631,Ich möchte eine Nachricht an Frederik verfassen.
3632,Ich möchte mich über den schlechten Service in der Werkstatt beschweren.
3633,Ich möchte nach Lübeck
3634,Ich möchte nach Trier
3635,Ich möchte niemandem zu nahe treten.
3636,Ich nehme Sie mit auf meine Reise ins Flächenland.
3637,Ich plädiere auf Freispruch!
3638,Ich rauche aber gar nicht!
3639,Ich rauche nicht seit zwei Jahren.
3640,Ich schließe mich euch an.
3641,"Ich schwöre, damit habe ich nichts zu tun."
3642,"Ich sehe was, was du nicht siehst und das ist gelb, steht vor der Tür und wird gleich klingeln."
3643,Ich soll schön von ihr grüßen.
3644,Ich stelle hier die Fragen.
3645,Ich suche das Tierheim.
3646,"Ich verstehe gar nicht, weshalb darum so ein Hype gemacht wird."
3647,"Ich verstehe nicht, worauf Sie hinaus wollen."
3648,Ich versuche ja nicht zu fliehen.
3649,Ich war hier seit Jahren nicht mehr.
3650,Ich war in den letzten paar Wochen sehr beschäftigt.
3651,"Ich weigere mich, erwachsen zu werden!"
3652,"Ich weiß gar nicht, wie man die Nebelschlussleuchte einschaltet, gab Hanna zu."
3653,"Ich weiß genau, was du denkst."
3654,"Ich weiß nicht, warum Annabel sich der Illusion hingibt, sie hätte alles im Griff."
3655,"Ich weiß nicht, warum sie sich so windet."
3656,"Ich weiß nicht, welcher Weg sicher ist."
3657,"Ich weiß nicht, wie ich es sagen soll, ohne ihn zu verletzen."
3658,"Ich weiß noch nicht, ob ich nächste Woche in Chemnitz bin"
3659,"Ich weiß noch nicht, ob ich nächste Woche in Wetzlar bin"
3660,"Ich weiß, dass dir Käse sehr gefällt."
3661,"Ich weiß, wo ein Schatz versteckt ist, flüsterte mir mein Mithäftling ins Ohr."
3662,"Ich werde keines Ihrer Drecksbücher kaufen, stellte ich klar."
3663,Ich werde mit dem Fernbus direkt am ZOB in Ulm ankommen.
3664,Ich werde noch bekloppt dabei.
3665,Ich will Lebensmittel einkaufen.
3666,Ich will Yoga machen.
3667,Ich will ein Kind von dir!
3668,Ich will ein Spiel spielen.
3669,Ich will einkaufen.
3670,Ich will etwas Gymnastik machen.
3671,"Ich will gar nicht wissen, was in seinem Kopfkino gerade abgeht."
3672,Ich will heute Abend ins Kino gehen.
3673,Ich will ihm keine falschen Hoffnungen machen.
3674,Ich will jetzt meditieren.
3675,Ich will jetzt nur noch schlafen.
3676,"Ich will kein Model, sondern ein normales Mädel als Freundin, sagt Tim."
3677,"Ich will keinen Mucks hören, verstanden?"
3678,"Ich will sicher gehen, dass Sie auch alles verstanden haben."
3679,"Ich wische jetzt die Tafel, währenddessen könnt ihr reden."
3680,Ich wollte eigentlich nicht nach Saarbrücken fahren
3681,Ich wollte eigentlich nicht nach Speyer fahren
3682,"Ich wollte testen, ob du am Stoppschild auch wirklich anhältst, erklärte der Fahrlehrer."
3683,"Ich wusste gar nicht, dass du aus Castrop-Rauxel kommst"
3684,"Ich wusste gar nicht, dass du aus Tübingen kommst"
3685,"Ich wusste gar nicht, dass wir so etwas haben."
3686,"Ich wünsche euch einen guten Rutsch, egal ob besinnlich oder besinnungslos besoffen."
3687,"Ich wünschte, ich könnte mich klonen."
3688,Ich würde das gerne auf Amazon bestellen.
3689,Ich würde das gerne online bestellen.
3690,Ich würde das nicht mehr trinken.
3691,Ich würde es eher als gefährliches Halbwissen bezeichnen.
3692,Ich würde gerne ein neues Kartenspiel ausprobieren.
3693,"Ich würde sagen, an der nächsten Raststätte machen wir mal eine Pause."
3694,"Ich würde sagen, es ist ein Mittelding aus Dystopie und Utopie."
3695,"Ich wüsste nicht, was uns jetzt noch in die Quere kommen sollte."
3696,Ich zähle jetzt bis drei.
3697,"Ich, ich kann Ihnen helfen, bot er kleinlaut an."
3698,Ida ist mal wieder mit ihrer Familie und mit Leopold am Gardasee.
3699,"Idealerweise schafft man es, sich an beides gleichzeitig zu halten."
3700,Identifizieren Sie sich.
3701,"Igitt, ich mag keine Erbsen!"
3702,Ignoriere sie einfach.
3703,"Ihnen wird empfohlen, eine Pause einzulegen."
3704,Ihr Köter hat mein Kind angefallen.
3705,"Ihr Privatjet wird gerade noch betankt, ist ansonsten aber startklar."
3706,"Ihr beide seht euch total ähnlich, seid ihr Geschwister?"
3707,Ihr bleibt ja gar nichts anderes übrig.
3708,Ihr dürft euch jetzt küssen.
3709,Ihr fehlt das nötige Fingerspitzengefühl.
3710,Ihr habt die Wahl zwischen billig und komfortabel.
3711,Ihr habt ja beide die gleichen Schuhe an.
3712,Ihr hört jetzt beide auf damit!
3713,Ihr könnt mich doch nicht einfach zurücklassen
3714,Ihr könnt mich doch nicht einfach zurücklassen!
3715,Ihr könnt nach Hause fahren!
3716,Ihr könnt trinken bis zum Abwinken.
3717,Ihr könntet euch ruhig auch mal beteiligen
3718,Ihr könntet euch ruhig auch mal beteiligen!
3719,Ihr lang gehegter Kinderwunsch wollte einfach nicht in Erfüllung gehen.
3720,"Ihr letzter Wunsch war es, noch einmal einen Frühling zu erleben."
3721,Ihr müsst drei Disziplinen im Bereich Leichtathletik absolvieren.
3722,Ihr sabbelt mir zu viel.
3723,"Ihr seid alle eingeladen, verkündete Ralf mit einem Lächeln."
3724,Ihr seid alle im Weg.
3725,Ihr seid doch total durchgeknallt
3726,Ihr seid doch total durchgeknallt!
3727,Ihr seid doch vollkommen übergeschnappt!
3728,"Ihr wisst ja, wie es abläuft."
3729,Ihr wollt doch nicht allen Ernstes bei der Sicherheit Abstriche machen!
3730,Ihre Pupillen sind geweitet.
3731,Ihre TÜV-Plakette ist abgelaufen.
3732,"Ihre Worte konnte ich zwar nicht verstehen, aber ihre Mimik und Gestik verrieten bereits genug."
3733,Ihre aufgebrachte Einstellung wird die Sache kein bisschen beschleunigen.
3734,"Ihretwegen habe ich mich voll herausgeputzt, und jetzt kommt sie gar nicht!"
3735,Im Allgäu fällt bereits erster Schnee.
3736,Im Altenheim wird fleißig Bingo und Kniffel gespielt.
3737,Im Alter kamen die Kriegserinnerungen wieder hoch und machten sie psychisch fertig.
3738,Im Anhang befindet sich noch die Gesamtbetriebsvereinbarung und die IT-Benutzungsordnung.
3739,Im Anschluss pfercht der Bauer die Herde in den Transporter.
3740,Im April läuft mein Personalausweis ab.
3741,Im Bahnhofsviertel wurden Läden geplündert.
3742,Im Biergarten vor der Alm hört man den ganzen Tag die Kuhglocken läuten.
3743,Im Bistro gibt es nur überteuerte Snacks.
3744,Im Büro ist den ganzen Tag das Fenster auf Kipp.
3745,Im Erzgebirge wurden Lithium-Vorkommen entdeckt.
3746,Im Fall eines Schadens an der Wohnung wird der Vermieter die Kaution einbehalten.
3747,Im Falle von erneuten Ausschreitungen droht der DFB dem Gastgeber mit einer Geldstrafe.
3748,"Im Frühjahr sieht man überall Tulpen, Krokusse und Maiglöckchen in den Vorgärten sprießen."
3749,Im Gegensatz zu Elektromotoren können Verbrenner nicht aus dem Stand anlaufen.
3750,"Im Gegensatz zu Tränen und Schweiß ist Speichel nicht salzig, sonst hätte man ja auch ständig Durst."
3751,Im Gegensatz zu den Passagieren konnte sich die Crew retten.
3752,Im Gegensatz zu manchen Schlangenarten können Menschen kein Infrarotlicht wahrnehmen.
3753,Im Gegensatz zum Umsatz muss der Gewinn versteuert werden.
3754,Im Gewerbegebiet wurde jetzt eine Kartbahn neu eröffnet.
3755,Im Hintergrund zirpen die Grillen.
3756,Im Hotel bediente er sich an der Minibar.
3757,"Im Inserat wird deutlich darauf hingewiesen, dass es keine Zweck-WG werden soll."
3758,Im Interview zeigt sich Karoline zuversichtlich.
3759,Im Jahr zweitausendneunundneunzig wirkt eine Armbanduhr von Casio natürlich anachronistisch.
3760,Im Jahr zweitausendvierzehn gab es hier einen Wassereinbruch.
3761,"Im Januar gehen die Umsätze typischerweise zurück, weil die Verbraucher gerade so viel Geld für Weihnachten ausgegeben haben."
3762,"Im Kabarett wurde humorvoll vorgeführt, wie eine solche Abschottung aussehen könnte."
3763,Im Kamin lodert ein Feuer.
3764,Im Kessel brodelte und blubberte eine giftgrüne Suppe.
3765,Im Kontextmenü wählen Sie Eigenschaften.
3766,Im Magen wird sowieso alles gemischt.
3767,Im Mittelalter hat man Dieben die Finger abgetrennt.
3768,Im Moment des Zündens lässt man die Spannung an der Primärspule kurzzeitig einbrechen.
3769,"Im Nachhinein bereue ich, dass ich diese Chance nicht genutzt habe."
3770,Im Nachhinein wirkt es banal.
3771,"Im Norden liegen die A-zwei und die A-zweiundvierzig, im Süden die A-zweiundfünfzig."
3772,Im Osten sind einige der Halligen zu sehen.
3773,Im Prinzip haben beide Recht.
3774,Im Prinzip läuft das Ding verschleißfrei.
3775,"Im Prinzip schon, aber die Ausprägung ist individuell unterschiedlich."
3776,"Im Präsidium angekommen, setzte Kommissar Walter sich an seinen Schreibtisch."
3777,Im Saarland muss jeder Schüler französisch lernen.
3778,Im Sammelsurium von alten Zeitschriften fand sich auch ein Erotikmagazin.
3779,Im Schrank steht auch Tee mit Cranberry-Geschmack.
3780,Im Schwimmbad riecht es nach Chlor.
3781,Im September wird Rüdiger mit ein paar Freunden zum Wandern in die Alpen fahren.
3782,Im Sturzflug erreichen Steinadler Geschwindigkeiten von über dreihundert Stundenkilometern.
3783,"Im Transitbereich kann man sich aufhalten, ohne noch einmal durch die Passkontrolle zu müssen."
3784,Im Trockenkeller waren viele Wäscheleinen gespannt.
3785,Im Urlaub hat Ute Farbe bekommen.
3786,Im Vakuum fällt eine Feder genauso schnell wie ein Stein.
3787,Im Vergleich zu Autokraftstoffen ist Schweröl sehr langkettig.
3788,Im Winter wird an Tankstellen Winterdiesel verkauft.
3789,Im Wohnzimmer meiner Großeltern steht ein Marmortisch.
3790,Im Wörterbuch nachschlagen!
3791,Im Zuge von Sparmaßnahmen wurde ein Drittel der Belegschaft entlassen.
3792,Im ganzen Norden haben wir derzeit Temperaturen nahe dem Gefrierpunkt.
3793,Im letzten Level trifft man auf einen ultimativen Kämpfer.
3794,Im medizinischen Bereich ist es um die IT-Sicherheit sehr schlecht bestellt.
3795,Im privaten Modus legt der Webbrowser keine Chronik an.
3796,Im vierzehnten Jahrhundert hatte niemand Handys.
3797,Immer der Nase nach!
3798,Immer mehr Menschen sind abhängig von Medikamenten.
3799,"Immer mit der Ruhe, ein alter Mann ist kein D-Zug."
3800,Immer ruhig mit den jungen Pferden
3801,Immer ruhig mit den jungen Pferden!
3802,"Immer wieder erstaunlich, wie schnell der Herr Minister seine Meinung ändert, wenn er sich mit Lobbyisten trifft."
3803,"Immer, wenn der Wärter das Häuschen betritt, hebt er die Fußmatte an."
3804,Immerhin vier neue Mitteilungen.
3805,In Anbetracht des Alkoholpegels verlief die Diskussion auf sehr hohem Niveau.
3806,In Anlehnung an Pünktchen und Anton haben sie ihren Dackel Piefke genannt.
3807,In Berlin musste ich meine Reise unterbrechen
3808,In Besprechungen stellt sie ihr Handy immer auf Vibration.
3809,In Bonn hat die Firma ihren Hauptsitz
3810,In China ging das Opium damals weg wie warme Semmeln.
3811,In Duisburg kann man heute noch alte Hochöfen aus den Siebzigern besichtigen.
3812,In Englisch haben wir gestern einen unangekündigten Vokabeltest geschrieben.
3813,In Goldbach liegt der Hund begraben.
3814,In Greifswald erforscht das Max-Planck-Institut die Kernfusionsanlage Wendelstein sieben-X.
3815,In Hamburg sind die Mülleimer mit kreativen Sprüchen bemalt.
3816,In Hongkong wird nicht Mandarin sondern Kantonesisch gesprochen.
3817,In Ihrer Stellenanzeige werben Sie mit flachen Hierarchien.
3818,In Koblenz mündet die Mosel in den Rhein.
3819,"In Kontakt mit anderen Menschen zu bleiben, senkt das Risiko, an Demenz zu erkranken."
3820,In Mannheim hat die Firma ihren Hauptsitz
3821,"In Ordnung, dann möchte ich eure Geduld nicht länger strapazieren."
3822,In Pjöngjang fährt die ehemalige U-Bahn aus Berlin.
3823,In Sachen Satzbau und Rechtschreibung lässt deine Arbeit zu wünschen übrig.
3824,In Schritt zwei extrahieren wir die wichtigsten Features.
3825,"In Stralsund musst du dann den Intercity in Richtung Stuttgart nehmen, welcher auch in Rostock hält."
3826,In Tübingen musste ich meine Reise unterbrechen
3827,"In Videospielen zielt man auf den Kopf, in der Realität auf den Torso."
3828,"In Wirklichkeit ist es natürlich nur das Blut, das durch die Adern strömt."
3829,In beide Richtungen ist nur eine Spur frei.
3830,In dem Gerümpel sollen wir die Skulptur finden?
3831,In dem ehemaligen Gasometer finden heute regelmäßig Ausstellungen statt.
