sentence
Jenny ist da drüben und wartet schon auf euch.
Jens, komm doch mal an die Tafel.
Jenseits der Stadtmauern steht ein Krematorium.
Jerewan ist die Hauptstadt von Armenien.
Jerusalem ist die Hauptstadt von Israel.
Jessica, das war spitze
Jessica, das war spitze!
Jetzt beruhigen wir uns erstmal wieder.
Jetzt bestellen.
Jetzt bist du nicht mehr so mutig, was?
Jetzt fängt es doch tatsächlich an zu hageln.
Jetzt geht es ans Eingemachte.
Jetzt gibt es kein Zurück mehr.
Jetzt ging die Kindergärtnerin dazwischen.
Jetzt habe ich den Faden verloren.
Jetzt habe ich wirklich Kohldampf.
Jetzt half nur noch beten.
Jetzt hat Jessica die Zügel in der Hand.
Jetzt heißt das doch Bundesfreiwilligendienst.
Jetzt ist es so weit.
Jetzt ist es soweit.
Jetzt ist Ärmel hochkrempeln angesagt.
Jetzt kommt Werbung.
Jetzt kommt dein Solo.
Jetzt kommt der Refrain.
Jetzt muss Justin doch eine Ermahnung aussprechen.
Jetzt muss Linda auch ihren Senf dazugeben.
Jetzt müssen wir mal unsere grauen Zellen anstrengen, sagte Anton und kratzte sich am Kopf.
Jetzt müssen wir noch das Kleingedruckte lesen.
Jetzt nicht mehr, erwiderte er und griff zum Telefonhörer.
Jetzt ringen die Geschiedenen um das Sorgerecht für die gemeinsamen Kinder.
Jetzt rollen wir den Teig mit einem Nudelholz aus.
Jetzt sind andere an der Reihe.
Jetzt sind wir an dem Punkt angelangt, wo es sich nicht mehr rentiert.
Jetzt spiel hier nicht den Suppenkasper.
Jetzt wird es ernst.
Jetzt wird mir einiges klar.
Jetzt wirst du aber unsachlich.
Jetzt wollen wir die Kirche aber mal im Dorf lassen.
Jetzt wollen wir uns alle wieder vertragen.
Jetzt wurde Pauline doch neugierig.
Jetzt, wo ich meine Note weiß, hätte ich noch eine Frage.
Jetzt, wo sich die Aufregung gelegt hat, lass es uns noch mal etwas gemächlicher probieren.
Jim ist Atheist.
Joachim lispelt etwas.
Jochen schwelgte in Sehnsucht.
Johann beschlich ein unbehagliches Gefühl.
Johanna liegt mit einer Magen-Darm-Erkrankung flach.
Johanna trifft sich fast jeden Samstag mit den anderen Mädels.
Johannes lernt nun Chinesisch.
Jonas war erst am Leibniz-Institut, aber jetzt arbeitet er für die Fraunhofer-Gesellschaft.
Jonathan hat sich erst kürzlich einen neuen Porsche gekauft.
Josef hat immer eine Flasche Wasser an seinem Nachttisch stehen.
Josephine hat die Aufgabe komplett nach Schema F gelöst.
Juba ist die Hauptstadt vom Südsudan.
Jule studiert Jura im vierten Semester.
Julia fühlte sich unterfordert.
Julian findet das Ergebnis nicht befriedigend.
Juliane tanzt gemeinsam mit Robin.
Julina sucht noch einen Tanzpartner.
Julius fackelte nicht lange, sondern machte kurzen Prozess mit seinem Gegner.
Junge, Junge, das war knapp!
Junge, bist du groß geworden
Junge, bist du groß geworden!
Jungs sind doof, sagt Antje.
Just in dem Moment kam Gandalf zu Hilfe.
Justin hat einen Ohrwurm.
Justus Jonas ist mein Lieblingsdetektiv.
Jörg bewahrt Holz- und Stahlbohrer getrennt voneinander auf.
Jörg studiert irgendwas mit Medien.
Kabul ist die Hauptstadt von Afghanistan.
Kai hat eine Umzugsfirma beauftragt.
Kairo ist die Hauptstadt von Ägypten.
Kaiserschmarrn gehört ganz klar zur österreichischen Küche.
Kalkutta war die Hauptstadt von Britisch-Indien.
Kampala ist die Hauptstadt von Uganda.
Kanada hat eine Partie mehr in den Knochen.
Kanal wechseln!
Kann Marius überhaupt Noten lesen?
Kann das Viech mal aufhören so zu schnurren?
Kann das weg?
Kann es sein, dass dein Freund nur imaginär ist?
Kann ich auch so einen Lutscher haben?
Kann ich das irgendwie wieder gut machen?
Kann ich dir ein Geheimnis anvertrauen?
Kann ich dir etwas zu trinken anbieten?
Kann ich hier ein Ticket nach Bonn kaufen?
Kann ich hier ein Ticket nach Pforzheim kaufen?
Kann ich meine Sachen hier irgendwo einschließen?
Kann ich mir deinen Laserpointer ausleihen?
Kann man an dieser Tankstelle auch Erdgas tanken?
Kann man das Kartenmaterial kostenlos herunterladen?
Kann man das Video nicht nachträglich entwackeln?
Kann man das noch als korrekt durchgehen lassen?
Kann man das so stehen lassen?
Kann man die Schale auch mitessen?
Kann man die essen?
Kann man heute in Baden-Baden mit Minustemperaturen rechnen?
Kann man heute in Essen mit Minustemperaturen rechnen?
Kann man mit dem Auto nach Baden-Baden fahren?
Kann man von Essen bis Dortmund laufen?
Kann man von München bis Jena laufen?
Kann mich jemand hören?, sprach er in sein Funkgerät.
Kann mir einer erklären, was hier los ist?
Kannst Du mir alle Playlists nennen, die mit A beginnen?
Kannst Du mir bitte alle Playlists nennen, die mit A beginnen?
Kannst du Marleen bitte ausrichten, dass ich heute etwas später komme?
Kannst du auch um dreiviertel eins?
Kannst du bitte die Sitzheizung anmachen?
Kannst du bitte die Untertitel ausschalten?
Kannst du da etwas arrangieren?
Kannst du das?
Kannst du die Skatregeln aus dem Kopf?
Kannst du dir schon alleine die Schuhe zubinden?
Kannst du einen Ball hinterm Rücken fangen?
Kannst du mich in Ibbenbüren abholen?
Kannst du mich in Passau abholen?
Kannst du mich nach Berlin mitnehmen?
Kannst du mich nach Düsseldorf mitnehmen?
Kannst du mir aus dem Stegreif sagen, wer Rosa Luxemburg war?
Kannst du mir bitte diesen Karton herunter holen?
Kannst du mir den Rücken eincremen?
Kannst du mir ein Haargummi ausleihen?
Kannst du mir einen Kugelschreiber leihen?
Kannst du mir einen Splitter ziehen?
Kannst du reiten?
Kannst du schon alleine schaukeln, oder soll ich dir Anschwung geben?
Kannst du uns ein Lokal empfehlen?
Kannst du zwanzig Euro klein machen?
Kanntest du das Gedicht schon?
Kapstadt ist der Parlamentssitz von Südafrika.
Kaputte Hemden sind prädestiniert dafür, sie im Winter zu tragen, wenn man sowieso etwas anderes darüber an hat.
Karina meint, dass sich die Misere noch weiter fortsetzen wird.
Karl putzte nervös seine Brille, obwohl sie eigentlich sauber war.
Karla machte eine vorwurfsvolle Miene.
Karoline beginnt mit dem Frühjahrsputz.
Karsten geht es nur ums Geld.
Kartesische Koordinaten sind hierfür schlecht geeignet.
Katharina gibt jetzt Nachhilfestunden für Schüler.
Katharina ist eine Petze.
Kathmandu ist die Hauptstadt von Nepal.
Katja ist seit dem frühen Morgen an das Buch gefesselt und hat noch nicht einmal was gegessen.
Katrin möchte die Gelegenheit nutzen, um mit potenziellen Arbeitgebern ins Gespräch zu kommen.
Kaufen Sie zwei zum Preis von dreien!
Kaum hat mal jemand eine gute Idee, kommen die Bedenkenträger aus ihren Löchern gekrochen.
Kaum ist Weihnachten vorbei, nehmen die Supermärkte bereits Osterdekoration in ihr Sortiment auf.
Kaum jemand nahm Notiz von ihm.
Kaum vorzustellen, dass sich die Schlange eine komplette Gazelle einverleiben kann.
Kaum zu glauben
Kaum zu glauben!
Kein Computervirus kann sie beeinflussen.
Kein Fluss der Welt durchfließt so viele Länder wie die Donau.
Kein Grund, gleich handgreiflich zu werden
Kein Grund, gleich handgreiflich zu werden!
Kein Muskel kann so viel Kraft aufbringen wie der Beißmuskel.
Kein Problem für einen Physiker, der experimentelle Erfahrung mit Doppelspalten hat.
Kein Wort zu niemandem, haben Sie verstanden?
Kein Wunder!
Kein Wunder, dass das Toastbrot nicht fertig wird.
Keine Ahnung, wie ich jetzt darauf komme.
Keine Ahnung.
Keine Angst, der will nur spielen.
Keine Antwort ist auch eine Antwort.
Keine Lügen mehr!
Keine Panik auf der Titanic
Keine Panik auf der Titanic!
Keine Polizei, keine Tricks – sonst sterben die Geiseln.
Keine Sorge, es kann nichts passieren.
Keine Sorge: Ich rechne, Sie hören zu und glauben mir alles.
Keine Widerrede, das wird sofort erledigt!
Keine dieser Behauptungen lässt sich unabhängig überprüfen.
Ken ist schon ein harter Kerl.
Kennen Sie schon unser Premium-Plus-Sparpaket?
Kennen wir uns nicht vom Volleyball?
Kennst du Cheats für dieses Spiel?
Kennst du das Lagerfeuerlied von SpongeBob?
Kennst du das Musikvideo zu diesem Lied?
Kennst du diese Weingummi-Vampire mit Lakritz in der Mitte?
Kerstin besuchte ein Online-Vergleichsportal, um eine geeignete Unterkunft zu finden.
Kettenfahrzeuge fahren Kurven, indem sie die Ketten unterschiedlich schnell laufen lassen.
Khartum ist die Hauptstadt vom Sudan.
Kiew ist die Hauptstadt der Ukraine.
Kigali ist die Hauptstadt von Ruanda.
Kikeriki!
Kim arbeitet ehrenamtlich beim Roten Kreuz.
Kinder genießen sowieso Narrenfreiheit.
Kinder sollten die Grenzen ihrer Eltern kennen.
Kinder, kommt herein!
Kingston ist die Hauptstadt von Jamaika.
Kingstown ist die Hauptstadt von St. Vincent und den Grenadinen.
Kingstown ist die Hauptstadt von St. Vincent und die Grenadinen.
Kinshasa ist die Hauptstadt der Demokratischen Republik Kongo.
Kipplüften ist viel ineffizienter als Stoßlüften, weil dabei die Wände auskühlen.
Kippt die Kabine im Paternosteraufzug um?
Klaas hat sich als Astronaut verkleidet.
Klappstühle sind wie gemacht fürs Camping.
Klar doch.
Klassenfahrten müssen von je einer männlichen und einer weiblichen Lehrperson begleitet werden.
Klaus hat sein Referat noch nicht fertig.
Klaus plaudert normalerweise nicht aus dem Nähkästchen.
Kleinvieh macht auch Mist.
Klettern hat auch viel mit Angstüberwindung zu tun.
Klimaanlage ausschalten.
Klimaanlage einschalten.
Klingt komisch, ist aber so.
Klitschnass kam die Dogge aus dem Fluss und schüttelte sich.
Klose wird ausgewechselt, für ihn kommt Müller.
Knallharter Bodycheck
Knallharter Bodycheck!
Knecht Ruprecht holt seine Rute raus.
Kneif mich mal.
Kohle und Öl haben versteckte Kosten, unter denen Dritte leiden.
Kohlenhydrate sind besser als ihr Ruf.
Kohlenstoffmonoxid ist farb- und geruchlos, aber hochgiftig.
Kohlenwasserstoffe treten meistens in Form von Ketten auf.
Kollege Schmidt sollte besser seine Eitelkeit ablegen.
Kollege Schulz kümmert sich bereits darum.
Kombis sind praktisch, wenn man mal etwas transportieren möchte.
Komisch, das kann ich mir auch nicht erklären.
Komm doch zu mir unter den Regenschirm.
Komm du erst mal in mein Alter!
Komm du erstmal in mein Alter!
Komm her, du faule Socke
Komm her, du faule Socke!
Komm schon, Charlie, du kannst das!
Komm, nun texte mich nicht zu.
Kommen Ihnen nicht auch manchmal Zweifel?
Kommen Sie mit.
Kommen Sie wie immer gut und sicher ans Ziel.
Kommen Sie zum Punkt.
Kommen wir nun zum Knackpunkt.
Kommen wir von diesem Kasperkram jetzt mal zu den wichtigen Dingen.
Kommissar Bohrmann wurde vom Dienst suspendiert.
Kommst du auch zur Party bei Jule?
Kommst du klar, oder brauchst du Hilfe?
Kommst du mit in die Mensa?
Kommt er auch aus Leverkusen?
Kommt er auch aus Schwerin?
Kommt man mit der Drehleiter wirklich bis ins oberste Stockwerk?
Kommt mit ins Land der unbegrenzten Möglichkeiten!
Kommt ruhig herein in die gute Stube!
Kommunizieren Sie mit mir
Kommunizieren Sie mit mir!
Konkurrenz belebt das Geschäft.
Konstantin ist schon mit Konrad verabredet.
Konstantinopel war die Hauptstadt des Byzantinischen Reichs.
Konstruktive Kritik sieht anders aus, kritisierte Walter wenig konstruktiv.
Kontrolleure beklagen sich schon lange, dass sie keine rechtliche Handhabe haben.
Konzentrieren Sie sich auf die Atmung.
Kopenhagen ist die Hauptstadt von Dänemark.
Korrelation geht nicht immer mit Kausalität einher.
Kosmetik ist im Grunde genau so unnötig wie Werbung, weil sie ja eine Form der Werbung ist.
Koste es, was es wolle!
Krabben werden noch auf dem Kutter gekocht.
Kreative Köpfe wie dich brauchen wir, ermutigte Anja ihn.
Krefeld hat viele Sehenswürdigkeiten
Kreissägen und Bohrmaschinen sollten nie mit Handschuhen bedient werden.
Krokodilklemmen sind nicht für langfristige Verbindungen geeignet.
Kruse legt den Finger in die Wunde.
Krähen entwickeln erstaunlich intelligente Strategien zur Problemlösung.
Kuala Lumpur ist die Hauptstadt von Malaysia.
Kupferdiebe hatten die Regenrinne fachmännisch demontiert.
Kurt hat das alles frei erfunden.
Kurz entschlossen änderte er seine Route nach Finkenwerder.
Kurz nachdem die Räuber die Bank verlassen hatten, wurde die Polizei verständigt.
Kurz vor der Ankunft im Hafen kommt der Lotse an Bord.
Kurz, nachdem die Räuber die Bank verlassen haben, wurde die Polizei verständigt.
Kuwait-Stadt ist die Hauptstadt von Kuwait.
Käfigläufer kommen ohne Kohlen und Kommutator aus.
Können Sie bitte einen anderen Radiosender einstellen?
Können Sie das bitte wiederholen?
Können Sie den Motor bitte für mich anlassen?
Können Sie den Täter beschreiben?
Können Sie ein konkretes Beispiel nennen?
Können Sie einen Unterschied ausmachen?
Können Sie sich noch erinnern?
Können wir stattdessen mit dem Fernbus nach Berlin fahren?
Können wir stattdessen mit dem Fernbus nach Nürnberg fahren?
Können wir uns mal unter vier Augen unterhalten?
Könnt ihr eure Arbeit mal alle kurz für ein Gruppenfoto unterbrechen?
Könnte ich bitte ein Stück Brot haben?
Könnte mir bitte jemand den Honig reichen?
Könnten wir den Tunnel verlegen, damit wir keinen Einsturz riskieren?
Küchenlicht ausmachen, bitte.
Kümmern Sie sich gefälligst um Ihren eigenen Kram.
La Paz ist der Regierungssitz von Bolivien.
Labere mich nicht voll!
Labere mich nicht voll.
Lahore ist die zweitgrößte Stadt Pakistans.
Lametta ist die liebloseste Weihnachtsbaumdekoration, die es gibt.
Langfristig brauchen wir sowieso einen Weltraumaufzug.
Langfristig sollten wir nicht abhängig von einem einzelnen Zulieferer sein.
Langsam aber bedrohlich näherte sich der Löwe.
Langsam begriff der Autor, dass es zu einer Sprache beinahe so viele Redewendungen wie Vokabeln gibt.
Langsam pirschte er sich von hinten an.
Langsam sollten wir darüber nachdenken, ob wir nicht radikalere Methoden anwenden müssen.
Langsam wird es Zeit.
Lara bevorzugt Margarine.
Larissa hört auf ihrem MP-drei-Player meistens epische Filmmusik.
Lars zögerte kurz, dann ging er auf die junge Dame zu und bat sie um einen Tanz.
Laser erzeugen üblicherweise monochromatisches Licht.
Lass dich knuddeln!
Lass dich nicht provozieren.
Lass dir nicht die Butter vom Brot nehmen.
Lass mal den Profi ran, kommandierte Lennart in einem ironischen Tonfall.
Lass mich an deiner Weisheit teilhaben.
Lass mich mal ans Schaltpult.
Lass mich raten!
Lass uns alles abfackeln.
Lass uns den Brotkasten an diese Seite stellen.
Lass uns die Katze Findus nennen.
Lass uns die Markise ausfahren.
Lass uns diskutieren.
Lass uns doch einfach etwas chillen.
Lass uns ein Tandem leihen!
Lass uns eine Höhle bauen.
Lass uns mal dort drüben bei der Touristeninformation nachfragen.
Lass uns mal ein paar Würstchen schnorren gehen.
Lass uns mal nachsehen.
Lass uns noch Fliesen für das Wohnzimmer aussuchen.
Lass uns noch Paprika in den Salat schnipseln.
Lass uns noch die Waffenkammer besichtigen.
Lassen Sie den Jungen in Ruhe, knurrte ich den Fremden an.
Lassen Sie mich ausreden.
Lassen Sie mich durch, ich bin Arzt!
Lassen Sie mich erklären, was es ist, und vor allem, was es nicht ist.
Lassen Sie sich eines Besseren belehren.
Lassen Sie sich nicht von Fremden in Gespräche verwickeln.
Lassen Sie sich von hoher Qualität, großer Auswahl und exzellentem Service überzeugen!
Lassen Sie uns ein Gedankenexperiment machen.
Lassen Sie uns lieber vom Stand des Irrtums als vom Stand der Forschung reden.
Lassen Sie uns über Ihre Kindheit reden.
Lassen wir die kinetische Komponente erst mal weg.
Lassen wir die kinetische Komponente erstmal weg.
Lasset uns beten.
Lasst es euch schmecken!
Lasst euch nichts aufschwatzen.
Lasst uns die Geschichte noch etwas weiter spinnen.
Lasst uns eine Friedenspfeife rauchen.
Lasst uns noch ein bisschen bleiben und Sätze für Mozilla schreiben.
Lasst uns virtuell in die Steinzeit eintauchen
Lasst uns virtuell in die Steinzeit eintauchen!
Laura kreischte entsetzt, als ihr aus der Toilette eine Ratte entgegenkam.
Laura wusste nicht genau, was es war, aber etwas in ihr sagte ihr, dass es die Wahrheit ist.
Laut Verpackung kommt der Lachs aus einer norwegischen Fischzucht.
Laut surrend hob die Drohne ab.
Lautstark bewarb er das Extrablatt auf dem Marktplatz.
Lea ist meine neue Assistentin.
Lebe deinen Traum!
Leber und Nieren tragen wesentlich zur Entgiftung des Blutes bei.
Lecker, es gibt Weintrauben
Lecker, es gibt Weintrauben!
Legen Sie eine notariell beglaubigte Kopie des Zeugnisses bei.
Legen Sie nun die zweite CD ein.
Lehnen Sie sich nicht über die Schranke
Lehnen Sie sich nicht über die Schranke!
Leider beherrscht er den Knoten noch nicht sicher.
Leider hast du nicht genau das gesagt, was da stand.
Leider ist das Thema bei vielen immer noch mit Scham besetzt.
Leider ist der Eingang nicht rollstuhlgerecht.
Leider reicht sie nicht aus, um dem Gravitationsfeld der Erde zu entkommen.
Leider sind die Verhandlungen im Sand verlaufen.
Leider skaliert der Algorithmus schlecht mit der Anzahl der CPU-Kerne.
Leider war ich gerade nicht in der Nähe.
Leitungswasser ist billiger, enthält keinen Weichmacher und unterliegt strengeren Kontrollen als Mineralwasser.
Lena möchte wissen, was in dem Paket ist.
Leonie und Paul streiten sich darum, wer als erstes auf das Schaukelpferd darf.
Leonie verausgabt sich gerade auf dem Trampolin.
Lesen Sie etwa einen Comic in meiner Vorlesung?
Lesezeichen anzeigen.
Letzte Aktion wiederholen.
Letzte Nacht haben Randalierer das Schaufenster meines Ladens eingeschmissen und die Kasse geplündert.
Letzte Woche ging der Kühlschrank kapput.
Letzten Dialog löschen.
Letzten Monat hat mir mein Arbeitgeber kein Gehalt überwiesen.
Letztere werden zum Beispiel in Mofas, Rasenmähern und Kettensägen verbaut.
